ISO 8601 Time,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2022-04-16T05:28:00.000,8.94,88.13,0.29,8.93
2022-04-16T05:30:00.000,6.34,259.00,-1.21,-6.23
2022-04-16T05:32:00.000,2.27,233.07,-1.36,-1.81
2022-04-16T05:34:00.000,3.53,11.44,3.46,0.70
2022-04-16T05:36:00.000,10.21,336.15,9.34,-4.13
2022-04-16T05:38:00.000,11.43,339.87,10.73,-3.94
2022-04-16T05:40:00.000,17.20,41.29,12.92,11.35
2022-04-16T05:42:00.000,12.61,11.07,12.38,2.42
2022-04-16T05:44:00.000,10.51,35.94,8.50,6.17
2022-04-16T05:46:00.000,9.52,352.40,9.44,-1.26
2022-04-16T05:48:00.000,12.03,21.00,11.23,4.31
2022-04-16T05:50:00.000,13.99,332.47,12.41,-6.47
2022-04-16T05:52:00.000,10.92,349.47,10.74,-2.00
2022-04-16T05:54:00.000,17.56,39.56,13.54,11.18
2022-04-16T05:56:00.000,13.63,47.93,9.14,10.12
2022-04-16T05:58:00.000,14.49,71.96,4.49,13.77
2022-04-16T06:00:00.000,20.73,338.11,19.24,-7.73
2022-04-16T06:02:00.000,15.74,20.44,14.75,5.50
2022-04-16T06:04:00.000,16.46,26.53,14.72,7.35
2022-04-16T06:06:00.000,9.84,15.90,9.47,2.70
2022-04-16T06:08:00.000,17.53,7.22,17.39,2.20
2022-04-16T06:10:00.000,8.00,4.28,7.98,0.60
2022-04-16T06:12:00.000,13.07,27.94,11.55,6.12
2022-04-16T06:14:00.000,11.39,52.84,6.88,9.08
2022-04-16T06:16:00.000,6.13,61.73,2.90,5.40
2022-04-16T06:18:00.000,9.20,35.21,7.52,5.30
2022-04-16T06:20:00.000,9.77,21.24,9.10,3.54
2022-04-16T06:22:00.000,12.05,53.23,7.22,9.66
2022-04-16T06:24:00.000,9.32,74.50,2.49,8.98
2022-04-16T06:26:00.000,11.75,73.22,3.39,11.25
2022-04-16T06:28:00.000,14.15,326.99,11.87,-7.71
2022-04-16T06:30:00.000,8.27,15.27,7.98,2.18
2022-04-16T06:32:00.000,17.14,340.73,16.18,-5.66
2022-04-16T06:34:00.000,10.30,9.82,10.15,1.76
2022-04-16T06:36:00.000,12.56,35.63,10.21,7.32
2022-04-16T06:38:00.000,12.23,32.19,10.35,6.52
2022-04-16T06:40:00.000,14.40,70.25,4.87,13.55
2022-04-16T06:42:00.000,12.25,50.93,7.72,9.51
2022-04-16T06:44:00.000,5.80,355.03,5.78,-0.50
2022-04-16T06:46:00.000,6.14,77.35,1.35,5.99
2022-04-16T06:48:00.000,11.03,9.40,10.89,1.80
2022-04-16T06:50:00.000,12.31,6.56,12.23,1.41
2022-04-16T06:52:00.000,22.28,333.06,19.86,-10.09
2022-04-16T06:54:00.000,2.68,28.33,2.36,1.27
2022-04-16T06:56:00.000,16.71,64.28,7.25,15.05
2022-04-16T06:58:00.000,12.02,343.15,11.50,-3.48
2022-04-16T07:00:00.000,9.63,226.55,-6.62,-6.99
2022-04-16T07:02:00.000,4.49,84.55,0.43,4.47
2022-04-16T07:04:00.000,7.10,279.56,1.18,-7.01
2022-04-16T07:06:00.000,10.55,73.31,3.03,10.10
2022-04-16T07:08:00.000,9.76,29.97,8.46,4.88
2022-04-16T07:10:00.000,16.06,82.22,2.17,15.92
2022-04-16T07:12:00.000,6.02,80.09,1.04,5.93
2022-04-16T07:14:00.000,8.45,34.57,6.96,4.80
2022-04-16T07:16:00.000,8.11,44.86,5.75,5.72
2022-04-16T07:18:00.000,12.66,87.09,0.64,12.64
2022-04-16T07:20:00.000,6.95,57.44,3.74,5.86
2022-04-16T07:22:00.000,11.43,54.45,6.65,9.30
2022-04-16T07:24:00.000,6.24,99.86,-1.07,6.15
2022-04-16T07:26:00.000,4.52,170.65,-4.46,0.73
2022-04-16T07:28:00.000,13.81,104.92,-3.56,13.34
2022-04-16T07:30:00.000,11.47,90.48,-0.10,11.47
2022-04-16T07:32:00.000,3.10,140.46,-2.39,1.98
2022-04-16T07:34:00.000,5.41,91.10,-0.10,5.41
2022-04-16T07:36:00.000,15.24,353.42,15.14,-1.75
2022-04-16T07:38:00.000,9.24,347.70,9.03,-1.97
2022-04-16T07:40:00.000,7.78,138.47,-5.82,5.16
2022-04-16T07:42:00.000,10.53,332.54,9.35,-4.86
2022-04-16T07:44:00.000,9.74,335.76,8.88,-4.00
2022-04-16T07:46:00.000,14.25,14.08,13.83,3.47
2022-04-16T07:48:00.000,6.14,80.97,0.96,6.06
2022-04-16T07:50:00.000,10.48,240.58,-5.15,-9.13
2022-04-16T07:52:00.000,8.43,142.11,-6.65,5.17
2022-04-16T07:54:00.000,4.75,213.00,-3.99,-2.59
2022-04-16T07:56:00.000,4.79,314.72,3.37,-3.40
2022-04-16T07:58:00.000,1.08,48.66,0.71,0.81
2022-04-16T08:00:00.000,14.31,1.62,14.30,0.40
2022-04-16T08:02:00.000,1.43,273.90,0.10,-1.43
2022-04-16T08:04:00.000,10.01,316.88,7.31,-6.84
2022-04-16T08:06:00.000,4.94,106.82,-1.43,4.73
2022-04-16T08:08:00.000,4.60,36.57,3.69,2.74
2022-04-16T08:10:00.000,9.46,91.42,-0.23,9.46
2022-04-16T08:12:00.000,1.43,332.93,1.27,-0.65
2022-04-16T08:14:00.000,7.60,137.10,-5.57,5.17
2022-04-16T08:16:00.000,7.36,331.82,6.49,-3.48
2022-04-16T08:18:00.000,6.86,344.93,6.63,-1.78
2022-04-16T08:20:00.000,2.03,302.24,1.08,-1.72
2022-04-16T08:22:00.000,4.27,34.58,3.52,2.43
2022-04-16T08:24:00.000,5.61,326.14,4.66,-3.13
2022-04-16T08:26:00.000,5.04,330.01,4.36,-2.52
2022-04-16T08:28:00.000,3.92,287.47,1.18,-3.74
2022-04-16T08:30:00.000,11.47,75.92,2.79,11.13
2022-04-16T08:32:00.000,3.22,263.62,-0.36,-3.20
2022-04-16T08:34:00.000,9.15,114.31,-3.77,8.34
2022-04-16T08:36:00.000,11.95,113.49,-4.76,10.96
2022-04-16T08:38:00.000,9.24,115.08,-3.91,8.37
2022-04-16T08:40:00.000,4.83,72.50,1.45,4.61
2022-04-16T08:42:00.000,2.25,131.78,-1.50,1.68
2022-04-16T08:44:00.000,6.38,91.23,-0.14,6.38
2022-04-16T08:46:00.000,6.67,45.24,4.70,4.74
2022-04-16T08:48:00.000,7.05,61.22,3.40,6.18
2022-04-16T08:50:00.000,13.39,147.02,-11.24,7.29
2022-04-16T08:52:00.000,4.73,128.40,-2.94,3.71
2022-04-16T08:54:00.000,14.14,68.51,5.18,13.16
2022-04-16T08:56:00.000,8.62,80.15,1.47,8.49
2022-04-16T08:58:00.000,10.63,101.51,-2.12,10.41
2022-04-16T09:00:00.000,11.71,58.64,6.09,10.00
2022-04-16T09:02:00.000,6.11,68.73,2.22,5.69
2022-04-16T09:04:00.000,8.20,203.33,-7.53,-3.25
2022-04-16T09:06:00.000,6.57,90.49,-0.06,6.57
2022-04-16T09:08:00.000,3.20,105.26,-0.84,3.09
2022-04-16T09:10:00.000,5.01,286.62,1.43,-4.80
2022-04-16T09:12:00.000,5.94,127.18,-3.59,4.73
2022-04-16T09:14:00.000,8.65,121.87,-4.56,7.34
2022-04-16T09:16:00.000,1.99,106.83,-0.58,1.90
2022-04-16T09:18:00.000,4.33,127.22,-2.62,3.45
2022-04-16T09:20:00.000,9.34,110.07,-3.21,8.78
2022-04-16T09:22:00.000,5.90,123.14,-3.22,4.94
2022-04-16T09:24:00.000,20.29,95.29,-1.87,20.21
2022-04-16T09:26:00.000,7.73,76.95,1.74,7.53
2022-04-16T09:28:00.000,5.05,121.14,-2.61,4.32
2022-04-16T09:30:00.000,7.28,131.63,-4.83,5.44
2022-04-16T09:32:00.000,4.38,114.90,-1.85,3.98
2022-04-16T09:34:00.000,1.80,183.81,-1.79,-0.12
2022-04-16T09:36:00.000,2.19,86.11,0.15,2.18
2022-04-16T09:38:00.000,2.63,33.39,2.20,1.45
2022-04-16T09:40:00.000,1.97,140.13,-1.51,1.26
2022-04-16T09:42:00.000,9.61,237.34,-5.19,-8.09
2022-04-16T09:44:00.000,6.56,40.52,4.99,4.26
2022-04-16T09:46:00.000,3.17,124.84,-1.81,2.60
2022-04-16T09:48:00.000,5.75,29.12,5.02,2.80
2022-04-16T09:50:00.000,3.59,112.27,-1.36,3.32
2022-04-16T09:52:00.000,4.48,122.51,-2.41,3.78
2022-04-16T09:54:00.000,4.29,63.01,1.95,3.82
2022-04-16T09:56:00.000,4.40,110.77,-1.56,4.11
2022-04-16T09:58:00.000,5.04,296.24,2.23,-4.52
2022-04-16T10:00:00.000,1.82,51.79,1.13,1.43
2022-04-16T10:02:00.000,7.45,82.24,1.01,7.38
2022-04-16T10:04:00.000,7.45,88.53,0.19,7.45
2022-04-16T10:06:00.000,3.53,70.45,1.18,3.33
2022-04-16T10:08:00.000,3.44,55.97,1.93,2.85
2022-04-16T10:10:00.000,8.31,45.85,5.79,5.97
2022-04-16T10:12:00.000,3.63,90.16,-0.01,3.63
2022-04-16T10:14:00.000,3.49,14.45,3.38,0.87
2022-04-16T10:16:00.000,7.19,95.11,-0.64,7.16
2022-04-16T10:18:00.000,6.93,71.32,2.22,6.57
2022-04-16T10:20:00.000,9.39,55.23,5.36,7.71
2022-04-16T10:22:00.000,8.38,67.18,3.25,7.73
2022-04-16T10:24:00.000,6.96,57.23,3.77,5.85
2022-04-16T10:26:00.000,6.09,74.27,1.65,5.86
2022-04-16T10:28:00.000,3.37,45.76,2.35,2.41
2022-04-16T10:30:00.000,6.20,145.14,-5.09,3.54
2022-04-16T10:32:00.000,6.82,79.71,1.22,6.71
2022-04-16T10:34:00.000,10.83,91.21,-0.23,10.83
2022-04-16T10:36:00.000,8.94,78.47,1.79,8.76
2022-04-16T10:38:00.000,6.84,86.86,0.37,6.83
2022-04-16T10:40:00.000,6.30,79.89,1.11,6.20
2022-04-16T10:42:00.000,5.25,77.08,1.17,5.12
2022-04-16T10:44:00.000,3.02,48.81,1.99,2.27
2022-04-16T10:46:00.000,6.99,69.78,2.42,6.56
2022-04-16T10:48:00.000,2.50,42.71,1.83,1.69
2022-04-16T10:50:00.000,8.79,68.44,3.23,8.18
2022-04-16T10:52:00.000,8.66,69.16,3.08,8.09
2022-04-16T10:54:00.000,7.98,117.10,-3.64,7.11
2022-04-16T10:56:00.000,8.63,116.97,-3.91,7.69
2022-04-16T10:58:00.000,10.40,132.37,-7.01,7.68
2022-04-16T11:00:00.000,11.66,78.84,2.26,11.44
2022-04-16T11:02:00.000,4.94,92.08,-0.18,4.93
2022-04-16T11:04:00.000,7.53,122.15,-4.01,6.37
2022-04-16T11:06:00.000,5.47,32.09,4.63,2.90
2022-04-16T11:08:00.000,2.40,72.39,0.73,2.29
2022-04-16T11:10:00.000,6.80,92.15,-0.25,6.79
2022-04-16T11:12:00.000,5.12,46.73,3.51,3.73
2022-04-16T11:14:00.000,8.16,68.83,2.95,7.61
2022-04-16T11:16:00.000,8.62,127.92,-5.30,6.80
2022-04-16T11:18:00.000,9.37,102.47,-2.02,9.15
2022-04-16T11:20:00.000,7.26,65.38,3.03,6.60
2022-04-16T11:22:00.000,11.50,84.83,1.04,11.45
2022-04-16T11:24:00.000,8.56,71.87,2.66,8.13
2022-04-16T11:26:00.000,7.15,55.69,4.03,5.90
2022-04-16T11:28:00.000,8.30,35.06,6.80,4.77
2022-04-16T11:30:00.000,7.09,137.56,-5.23,4.78
2022-04-16T11:32:00.000,7.42,130.75,-4.85,5.62
2022-04-16T11:34:00.000,5.00,6.68,4.97,0.58
2022-04-16T11:36:00.000,5.28,346.48,5.13,-1.23
2022-04-16T11:38:00.000,10.83,131.49,-7.17,8.11
2022-04-16T11:40:00.000,4.23,105.50,-1.13,4.07
2022-04-16T11:42:00.000,2.25,118.15,-1.06,1.98
2022-04-16T11:44:00.000,10.48,93.86,-0.71,10.46
2022-04-16T11:46:00.000,3.60,69.23,1.28,3.37
2022-04-16T11:48:00.000,8.56,87.78,0.33,8.56
2022-04-16T11:50:00.000,4.88,61.71,2.31,4.29
2022-04-16T11:52:00.000,10.16,94.18,-0.74,10.14
2022-04-16T11:54:00.000,3.74,46.21,2.59,2.70
2022-04-16T11:56:00.000,7.70,73.93,2.13,7.40
2022-04-16T11:58:00.000,6.28,36.48,5.05,3.73
2022-04-16T12:00:00.000,6.21,70.72,2.05,5.87
2022-04-16T12:02:00.000,10.15,64.46,4.38,9.16
2022-04-16T12:04:00.000,9.10,97.60,-1.20,9.02
2022-04-16T12:06:00.000,2.31,69.93,0.79,2.17
2022-04-16T12:08:00.000,4.37,107.23,-1.30,4.18
2022-04-16T12:10:00.000,8.53,80.03,1.48,8.40
2022-04-16T12:12:00.000,6.30,44.87,4.47,4.45
2022-04-16T12:14:00.000,6.17,109.40,-2.05,5.82
2022-04-16T12:16:00.000,7.81,36.88,6.24,4.68
2022-04-16T12:18:00.000,5.07,72.34,1.54,4.83
2022-04-16T12:20:00.000,4.77,78.94,0.91,4.68
2022-04-16T12:22:00.000,6.14,31.98,5.20,3.25
2022-04-16T12:24:00.000,6.39,51.60,3.97,5.01
2022-04-16T12:26:00.000,9.46,66.31,3.80,8.66
2022-04-16T12:28:00.000,7.81,120.11,-3.92,6.76
2022-04-16T12:30:00.000,6.41,46.05,4.45,4.61
2022-04-16T12:32:00.000,9.52,72.36,2.88,9.07
2022-04-16T12:34:00.000,7.16,84.36,0.70,7.13
2022-04-16T12:36:00.000,5.86,54.60,3.40,4.78
2022-04-16T12:38:00.000,1.68,122.05,-0.89,1.43
2022-04-16T12:40:00.000,3.19,60.38,1.58,2.77
2022-04-16T12:42:00.000,6.27,45.33,4.41,4.46
2022-04-16T12:44:00.000,0.42,164.02,-0.41,0.12
2022-04-16T12:46:00.000,7.64,39.46,5.90,4.86
2022-04-16T12:48:00.000,11.43,27.79,10.11,5.33
2022-04-16T12:50:00.000,6.56,46.58,4.51,4.76
2022-04-16T12:52:00.000,11.94,65.58,4.94,10.87
2022-04-16T12:54:00.000,13.94,39.30,10.79,8.83
2022-04-16T12:56:00.000,2.30,26.97,2.05,1.05
2022-04-16T12:58:00.000,4.97,70.48,1.66,4.69
2022-04-16T13:00:00.000,10.89,120.37,-5.51,9.40
2022-04-16T13:02:00.000,8.74,83.54,0.98,8.68
2022-04-16T13:04:00.000,4.96,110.82,-1.76,4.64
2022-04-16T13:06:00.000,6.24,80.73,1.01,6.16
2022-04-16T13:08:00.000,1.79,260.18,-0.30,-1.76
2022-04-16T13:10:00.000,2.71,100.84,-0.51,2.66
2022-04-16T13:12:00.000,6.87,21.61,6.39,2.53
2022-04-16T13:14:00.000,5.15,140.83,-3.99,3.25
2022-04-16T13:16:00.000,5.23,65.53,2.16,4.76
2022-04-16T13:18:00.000,6.84,35.88,5.54,4.01
2022-04-16T13:20:00.000,6.15,7.01,6.10,0.75
2022-04-16T13:22:00.000,9.89,137.67,-7.31,6.66
2022-04-16T13:24:00.000,4.48,37.51,3.55,2.73
2022-04-16T13:26:00.000,8.18,66.87,3.22,7.53
2022-04-16T13:28:00.000,1.62,217.33,-1.29,-0.98
2022-04-16T13:30:00.000,3.80,110.03,-1.30,3.57
2022-04-16T13:32:00.000,3.14,62.68,1.44,2.79
2022-04-16T13:34:00.000,3.67,119.20,-1.79,3.21
2022-04-16T13:36:00.000,0.90,114.54,-0.38,0.82
2022-04-16T13:38:00.000,8.72,163.79,-8.37,2.43
2022-04-16T13:40:00.000,7.00,65.12,2.94,6.35
2022-04-16T13:42:00.000,4.64,110.73,-1.64,4.34
2022-04-16T13:44:00.000,5.69,71.11,1.84,5.38
2022-04-16T13:46:00.000,9.70,96.92,-1.17,9.63
2022-04-16T13:48:00.000,4.22,124.50,-2.39,3.48
2022-04-16T13:50:00.000,11.03,61.58,5.25,9.70
2022-04-16T13:52:00.000,3.57,139.95,-2.73,2.30
2022-04-16T13:54:00.000,0.93,56.41,0.51,0.77
2022-04-16T13:56:00.000,5.72,108.29,-1.79,5.43
2022-04-16T13:58:00.000,11.03,6.16,10.97,1.18
2022-04-16T14:00:00.000,2.34,29.53,2.03,1.15
2022-04-16T14:02:00.000,6.03,94.25,-0.45,6.01
2022-04-16T14:04:00.000,6.16,107.92,-1.89,5.86
2022-04-16T14:06:00.000,12.19,92.32,-0.49,12.18
2022-04-16T14:08:00.000,2.13,105.73,-0.58,2.05
2022-04-16T14:10:00.000,5.12,123.69,-2.84,4.26
2022-04-16T14:12:00.000,8.49,117.17,-3.88,7.55
2022-04-16T14:14:00.000,4.99,28.73,4.38,2.40
2022-04-16T14:16:00.000,5.56,159.49,-5.21,1.95
2022-04-16T14:18:00.000,3.68,341.97,3.49,-1.14
2022-04-16T14:20:00.000,1.56,103.89,-0.37,1.51
2022-04-16T14:22:00.000,10.07,155.41,-9.16,4.19
2022-04-16T14:24:00.000,5.06,162.37,-4.82,1.53
2022-04-16T14:26:00.000,2.59,354.66,2.58,-0.24
2022-04-16T14:28:00.000,7.95,106.83,-2.30,7.61
2022-04-16T14:30:00.000,5.97,124.89,-3.41,4.90
2022-04-16T14:32:00.000,6.67,86.07,0.46,6.66
2022-04-16T14:34:00.000,11.28,154.39,-10.17,4.88
2022-04-16T14:36:00.000,6.71,123.52,-3.71,5.59
2022-04-16T14:38:00.000,4.48,42.86,3.28,3.05
2022-04-16T14:40:00.000,2.11,2.56,2.11,0.09
2022-04-16T14:42:00.000,9.64,60.31,4.78,8.38
2022-04-16T14:44:00.000,8.35,75.26,2.12,8.07
2022-04-16T14:46:00.000,6.34,143.59,-5.11,3.77
2022-04-16T14:48:00.000,12.69,56.77,6.96,10.62
2022-04-16T14:50:00.000,6.90,103.00,-1.55,6.73
2022-04-16T14:52:00.000,6.10,92.20,-0.23,6.10
2022-04-16T14:54:00.000,4.24,103.60,-1.00,4.12
2022-04-16T14:56:00.000,9.47,55.73,5.33,7.83
2022-04-16T14:58:00.000,9.24,87.69,0.37,9.23
2022-04-16T15:00:00.000,3.55,36.52,2.85,2.11
2022-04-16T15:02:00.000,8.66,257.37,-1.89,-8.45
2022-04-16T15:04:00.000,6.76,49.29,4.41,5.12
2022-04-16T15:06:00.000,14.91,65.85,6.10,13.60
2022-04-16T15:08:00.000,9.40,81.44,1.40,9.30
2022-04-16T15:10:00.000,14.78,210.51,-12.74,-7.51
2022-04-16T15:12:00.000,9.82,75.67,2.43,9.51
2022-04-16T15:14:00.000,14.46,345.26,13.98,-3.68
2022-04-16T15:16:00.000,8.23,185.07,-8.20,-0.73
2022-04-16T15:18:00.000,4.81,36.10,3.89,2.84
2022-04-16T15:20:00.000,3.41,39.40,2.64,2.17
2022-04-16T15:22:00.000,8.04,125.77,-4.70,6.53
2022-04-16T15:24:00.000,6.62,15.91,6.36,1.81
2022-04-16T15:26:00.000,7.14,19.45,6.74,2.38
2022-04-16T15:28:00.000,7.11,317.78,5.27,-4.78
2022-04-16T15:30:00.000,7.97,290.31,2.77,-7.48
2022-04-16T15:32:00.000,8.75,116.17,-3.86,7.85
2022-04-16T15:34:00.000,4.16,58.23,2.19,3.54
2022-04-16T15:36:00.000,9.19,74.15,2.51,8.84
2022-04-16T15:38:00.000,10.61,73.99,2.92,10.20
2022-04-16T15:40:00.000,10.43,161.21,-9.88,3.36
2022-04-16T15:42:00.000,8.97,64.20,3.90,8.08
2022-04-16T15:44:00.000,7.39,47.70,4.98,5.47
2022-04-16T15:46:00.000,13.18,28.98,11.53,6.38
2022-04-16T15:48:00.000,6.26,119.98,-3.13,5.42
2022-04-16T15:50:00.000,5.49,84.20,0.56,5.46
2022-04-16T15:52:00.000,9.06,82.54,1.18,8.99
2022-04-16T15:54:00.000,13.84,33.60,11.53,7.66
2022-04-16T15:56:00.000,13.08,293.79,5.28,-11.97
2022-04-16T15:58:00.000,8.45,135.59,-6.04,5.92
2022-04-16T16:00:00.000,4.81,129.87,-3.09,3.69
2022-04-16T16:02:00.000,12.29,50.69,7.78,9.51
2022-04-16T16:04:00.000,13.38,326.27,11.13,-7.43
2022-04-16T16:06:00.000,8.49,109.74,-2.87,7.99
2022-04-16T16:08:00.000,8.06,61.66,3.82,7.09
2022-04-16T16:10:00.000,4.54,263.16,-0.54,-4.50
2022-04-16T16:12:00.000,2.98,76.50,0.70,2.90
2022-04-16T16:14:00.000,2.72,286.15,0.76,-2.61
2022-04-16T16:16:00.000,5.50,50.04,3.53,4.21
2022-04-16T16:18:00.000,6.76,102.02,-1.41,6.61
2022-04-16T16:20:00.000,3.20,343.50,3.06,-0.91
2022-04-16T16:22:00.000,5.73,190.64,-5.64,-1.06
2022-04-16T16:24:00.000,8.68,58.98,4.47,7.44
2022-04-16T16:26:00.000,10.89,154.66,-9.85,4.66
2022-04-16T16:28:00.000,5.74,110.38,-2.00,5.38
2022-04-16T16:30:00.000,6.96,191.80,-6.81,-1.42
2022-04-16T16:32:00.000,4.43,152.25,-3.92,2.06
2022-04-16T16:34:00.000,4.56,138.35,-3.40,3.03
2022-04-16T16:36:00.000,4.97,208.02,-4.38,-2.33
2022-04-16T16:38:00.000,6.32,115.45,-2.72,5.71
2022-04-16T16:40:00.000,12.46,82.93,1.53,12.37
2022-04-16T16:42:00.000,10.24,82.82,1.28,10.16
2022-04-16T16:44:00.000,16.27,320.78,12.60,-10.29
2022-04-16T16:46:00.000,4.50,43.04,3.29,3.07
2022-04-16T16:48:00.000,9.79,69.95,3.36,9.20
2022-04-16T16:50:00.000,4.47,50.08,2.87,3.43
2022-04-16T16:52:00.000,6.12,113.35,-2.43,5.62
2022-04-16T16:54:00.000,12.12,108.22,-3.79,11.51
2022-04-16T16:56:00.000,5.06,194.00,-4.91,-1.22
2022-04-16T16:58:00.000,1.73,18.36,1.64,0.54
2022-04-16T17:00:00.000,6.43,143.96,-5.20,3.78
2022-04-16T17:02:00.000,10.05,145.23,-8.25,5.73
2022-04-16T17:04:00.000,2.86,192.44,-2.79,-0.62
2022-04-16T17:06:00.000,15.19,58.95,7.84,13.02
2022-04-16T17:08:00.000,2.41,353.03,2.39,-0.29
2022-04-16T17:10:00.000,7.14,80.76,1.15,7.05
2022-04-16T17:12:00.000,3.19,51.33,1.99,2.49
2022-04-16T17:14:00.000,7.85,53.27,4.69,6.29
2022-04-16T17:16:00.000,4.04,68.83,1.46,3.77
2022-04-16T17:18:00.000,1.12,51.79,0.69,0.88
2022-04-16T17:20:00.000,3.59,346.21,3.49,-0.86
2022-04-16T17:22:00.000,4.42,246.54,-1.76,-4.06
2022-04-16T17:24:00.000,10.29,230.37,-6.56,-7.92
2022-04-16T17:26:00.000,0.70,127.16,-0.42,0.56
2022-04-16T17:28:00.000,7.63,61.82,3.60,6.72
2022-04-16T17:30:00.000,0.30,272.73,0.01,-0.30
2022-04-16T17:32:00.000,14.09,73.50,4.00,13.51
2022-04-16T17:34:00.000,6.58,135.46,-4.69,4.61
2022-04-16T17:36:00.000,11.89,79.07,2.25,11.67
2022-04-16T17:38:00.000,2.44,116.42,-1.08,2.18
2022-04-16T17:40:00.000,5.61,0.17,5.61,0.02
2022-04-16T17:42:00.000,4.60,125.07,-2.64,3.76
2022-04-16T17:44:00.000,7.54,121.47,-3.94,6.43
2022-04-16T17:46:00.000,7.22,93.77,-0.47,7.21
2022-04-16T17:48:00.000,4.19,79.32,0.78,4.11
2022-04-16T17:50:00.000,16.54,255.51,-4.14,-16.01
2022-04-16T17:52:00.000,7.20,102.07,-1.50,7.04
2022-04-16T17:54:00.000,14.75,77.21,3.27,14.39
2022-04-16T17:56:00.000,4.91,86.57,0.29,4.90
2022-04-16T17:58:00.000,3.95,94.59,-0.32,3.94
2022-04-16T18:00:00.000,7.20,128.44,-4.48,5.64
2022-04-16T18:02:00.000,8.04,84.94,0.71,8.01
2022-04-16T18:04:00.000,11.23,172.17,-11.13,1.53
2022-04-16T18:06:00.000,9.70,59.70,4.90,8.38
2022-04-16T18:08:00.000,10.29,116.56,-4.60,9.20
2022-04-16T18:10:00.000,9.38,95.95,-0.97,9.33
2022-04-16T18:12:00.000,3.06,58.49,1.60,2.61
2022-04-16T18:14:00.000,13.10,147.37,-11.03,7.07
2022-04-16T18:16:00.000,10.19,154.28,-9.18,4.42
2022-04-16T18:18:00.000,5.65,165.85,-5.48,1.38
2022-04-16T18:20:00.000,8.98,76.30,2.13,8.72
2022-04-16T18:22:00.000,5.01,156.49,-4.59,2.00
2022-04-16T18:24:00.000,5.57,5.65,5.54,0.55
2022-04-16T18:26:00.000,8.43,110.70,-2.98,7.88
2022-04-16T18:28:00.000,11.47,117.20,-5.24,10.20
2022-04-16T18:30:00.000,6.88,69.11,2.45,6.43
2022-04-16T18:32:00.000,11.28,88.74,0.25,11.28
2022-04-16T18:34:00.000,11.68,51.88,7.21,9.19
2022-04-16T18:36:00.000,7.19,159.61,-6.74,2.50
2022-04-16T18:38:00.000,9.81,126.82,-5.88,7.85
2022-04-16T18:40:00.000,2.52,351.81,2.49,-0.36
2022-04-16T18:42:00.000,1.81,128.13,-1.12,1.42
2022-04-16T18:44:00.000,9.36,92.87,-0.47,9.35
2022-04-16T18:46:00.000,3.78,138.71,-2.84,2.50
2022-04-16T18:48:00.000,3.46,115.61,-1.50,3.12
2022-04-16T18:50:00.000,4.67,79.94,0.82,4.60
2022-04-16T18:52:00.000,1.96,232.76,-1.19,-1.56
2022-04-16T18:54:00.000,6.59,264.37,-0.65,-6.55
2022-04-16T18:56:00.000,5.65,52.38,3.45,4.48
2022-04-16T18:58:00.000,4.56,67.19,1.77,4.20
2022-04-16T19:00:00.000,6.55,89.71,0.03,6.55
2022-04-16T19:02:00.000,9.27,118.67,-4.45,8.13
2022-04-16T19:04:00.000,5.27,62.86,2.41,4.69
2022-04-16T19:06:00.000,3.29,34.24,2.72,1.85
2022-04-16T19:08:00.000,6.11,125.23,-3.52,4.99
2022-04-16T19:10:00.000,2.66,96.41,-0.30,2.65
2022-04-16T19:12:00.000,12.41,314.61,8.72,-8.84
2022-04-16T19:14:00.000,9.49,22.73,8.75,3.67
2022-04-16T19:16:00.000,8.85,104.05,-2.15,8.58
2022-04-16T19:18:00.000,3.84,47.33,2.60,2.82
2022-04-16T19:20:00.000,4.51,224.94,-3.19,-3.18
2022-04-16T19:22:00.000,10.57,92.08,-0.38,10.56
2022-04-16T19:24:00.000,6.42,93.32,-0.37,6.41
2022-04-16T19:26:00.000,6.92,151.09,-6.06,3.34
2022-04-16T19:28:00.000,2.88,130.68,-1.88,2.18
2022-04-16T19:30:00.000,4.00,51.63,2.48,3.14
2022-04-16T19:32:00.000,11.88,172.36,-11.78,1.58
2022-04-16T19:34:00.000,7.00,163.25,-6.71,2.02
2022-04-16T19:36:00.000,4.91,114.08,-2.00,4.48
2022-04-16T19:38:00.000,6.30,171.73,-6.23,0.91
2022-04-16T19:40:00.000,1.84,151.60,-1.62,0.88
2022-04-16T19:42:00.000,6.78,150.50,-5.90,3.34
2022-04-16T19:44:00.000,6.62,169.79,-6.52,1.17
2022-04-16T19:46:00.000,5.20,157.44,-4.80,2.00
2022-04-16T19:48:00.000,3.01,175.61,-3.00,0.23
2022-04-16T19:50:00.000,3.75,218.56,-2.93,-2.34
2022-04-16T19:52:00.000,6.05,273.78,0.40,-6.04
2022-04-16T19:54:00.000,4.43,160.98,-4.19,1.44
2022-04-16T19:56:00.000,5.19,284.27,1.28,-5.03
2022-04-16T19:58:00.000,9.13,260.41,-1.52,-9.01
2022-04-16T20:00:00.000,2.86,65.31,1.20,2.60
2022-04-16T20:02:00.000,5.45,191.12,-5.35,-1.05
2022-04-16T20:04:00.000,0.28,38.64,0.22,0.18
2022-04-16T20:06:00.000,4.81,236.49,-2.66,-4.01
2022-04-16T20:08:00.000,1.36,226.72,-0.93,-0.99
