data2,data1,loggerUid,logDateTime,dateTime
10.63,1.54,FE23BC74DC01,1623235500,09-06-2021 10:45:00
10.69,1.98,FE23BC74DC01,1623236400,09-06-2021 11:00:00
10.75,2.2,FE23BC74DC01,1623237300,09-06-2021 11:15:00
10.75,1.54,FE23BC74DC01,1623238200,09-06-2021 11:30:00
10.75,2.64,FE23BC74DC01,1623239100,09-06-2021 11:45:00
10.75,3.96,FE23BC74DC01,1623240000,09-06-2021 12:00:00
10.75,7.7,FE23BC74DC01,1623240900,09-06-2021 12:15:00
10.75,8.36,FE23BC74DC01,1623241800,09-06-2021 12:30:00
10.81,20.02,FE23BC74DC01,1623242700,09-06-2021 12:45:00
10.81,25.96,FE23BC74DC01,1623243600,09-06-2021 13:00:00
10.69,33.44,FE23BC74DC01,1623244500,09-06-2021 13:15:00
10.69,38.94,FE23BC74DC01,1623245400,09-06-2021 13:30:00
10.44,37.18,FE23BC74DC01,1623246300,09-06-2021 13:45:00
10.13,51.92,FE23BC74DC01,1623247200,09-06-2021 14:00:00
9.94,37.84,FE23BC74DC01,1623248100,09-06-2021 14:15:00
9.88,36.08,FE23BC74DC01,1623249000,09-06-2021 14:30:00
9.88,29.48,FE23BC74DC01,1623249900,09-06-2021 14:45:00
9.94,61.6,FE23BC74DC01,1623250800,09-06-2021 15:00:00
9.88,68.64,FE23BC74DC01,1623251700,09-06-2021 15:15:00
9.56,60.5,FE23BC74DC01,1623252600,09-06-2021 15:30:00
9.44,59.84,FE23BC74DC01,1623253500,09-06-2021 15:45:00
9.38,71.06,FE23BC74DC01,1623254400,09-06-2021 16:00:00
9.31,49.5,FE23BC74DC01,1623255300,09-06-2021 16:15:00
9.13,54.78,FE23BC74DC01,1623256200,09-06-2021 16:30:00
8.94,59.18,FE23BC74DC01,1623257100,09-06-2021 16:45:00
8.81,56.1,FE23BC74DC01,1623258000,09-06-2021 17:00:00
8.69,60.94,FE23BC74DC01,1623258900,09-06-2021 17:15:00
8.69,57.2,FE23BC74DC01,1623259800,09-06-2021 17:30:00
8.75,61.82,FE23BC74DC01,1623260700,09-06-2021 17:45:00
8.81,60.28,FE23BC74DC01,1623261600,09-06-2021 18:00:00
8.88,64.9,FE23BC74DC01,1623262500,09-06-2021 18:15:00
9.06,61.38,FE23BC74DC01,1623263400,09-06-2021 18:30:00
9.19,55.660000000000004,FE23BC74DC01,1623264300,09-06-2021 18:45:00
9.31,54.78,FE23BC74DC01,1623265200,09-06-2021 19:00:00
9.44,53.9,FE23BC74DC01,1623266100,09-06-2021 19:15:00
9.5,43.56,FE23BC74DC01,1623267000,09-06-2021 19:30:00
9.56,41.14,FE23BC74DC01,1623267900,09-06-2021 19:45:00
9.69,38.28,FE23BC74DC01,1623268800,09-06-2021 20:00:00
9.81,39.38,FE23BC74DC01,1623269700,09-06-2021 20:15:00
9.94,34.54,FE23BC74DC01,1623270600,09-06-2021 20:30:00
10.06,31.46,FE23BC74DC01,1623271500,09-06-2021 20:45:00
10.31,25.080000000000002,FE23BC74DC01,1623272400,09-06-2021 21:00:00
10.5,20.68,FE23BC74DC01,1623273300,09-06-2021 21:15:00
10.63,17.6,FE23BC74DC01,1623274200,09-06-2021 21:30:00
10.75,16.5,FE23BC74DC01,1623275100,09-06-2021 21:45:00
10.81,12.540000000000001,FE23BC74DC01,1623276000,09-06-2021 22:00:00
10.88,11.66,FE23BC74DC01,1623276900,09-06-2021 22:15:00
10.94,11.22,FE23BC74DC01,1623277800,09-06-2021 22:30:00
11.06,8.14,FE23BC74DC01,1623278700,09-06-2021 22:45:00
11.06,5.06,FE23BC74DC01,1623279600,09-06-2021 23:00:00
11.13,4.18,FE23BC74DC01,1623280500,09-06-2021 23:15:00
11.13,2.2,FE23BC74DC01,1623281400,09-06-2021 23:30:00
11.06,1.54,FE23BC74DC01,1623282300,09-06-2021 23:45:00
11,0.88,FE23BC74DC01,1623283200,10-06-2021 00:00:00
10.88,0.22,FE23BC74DC01,1623284100,10-06-2021 00:15:00
10.81,0,FE23BC74DC01,1623285000,10-06-2021 00:30:00
10.63,0.22,FE23BC74DC01,1623285900,10-06-2021 00:45:00
10.25,0,FE23BC74DC01,1623286800,10-06-2021 01:00:00
10,0,FE23BC74DC01,1623287700,10-06-2021 01:15:00
9.94,0,FE23BC74DC01,1623288600,10-06-2021 01:30:00
9.69,0,FE23BC74DC01,1623289500,10-06-2021 01:45:00
9.63,0,FE23BC74DC01,1623290400,10-06-2021 02:00:00
9.63,0,FE23BC74DC01,1623291300,10-06-2021 02:15:00
9.63,0,FE23BC74DC01,1623292200,10-06-2021 02:30:00
9.63,0,FE23BC74DC01,1623293100,10-06-2021 02:45:00
9.63,0,FE23BC74DC01,1623294000,10-06-2021 03:00:00
9.38,0,FE23BC74DC01,1623294900,10-06-2021 03:15:00
9.25,0,FE23BC74DC01,1623295800,10-06-2021 03:30:00
9.19,0,FE23BC74DC01,1623296700,10-06-2021 03:45:00
9.06,0,FE23BC74DC01,1623297600,10-06-2021 04:00:00
9,0,FE23BC74DC01,1623298500,10-06-2021 04:15:00
9,0,FE23BC74DC01,1623299400,10-06-2021 04:30:00
8.88,0,FE23BC74DC01,1623300300,10-06-2021 04:45:00
8.94,0,FE23BC74DC01,1623301200,10-06-2021 05:00:00
8.88,0,FE23BC74DC01,1623302100,10-06-2021 05:15:00
8.88,0,FE23BC74DC01,1623303000,10-06-2021 05:30:00
8.94,0,FE23BC74DC01,1623303900,10-06-2021 05:45:00
8.94,0,FE23BC74DC01,1623304800,10-06-2021 06:00:00
9,0,FE23BC74DC01,1623305700,10-06-2021 06:15:00
9,0,FE23BC74DC01,1623306600,10-06-2021 06:30:00
9.06,0,FE23BC74DC01,1623307500,10-06-2021 06:45:00
9.19,0,FE23BC74DC01,1623308400,10-06-2021 07:00:00
9.31,0,FE23BC74DC01,1623309300,10-06-2021 07:15:00
9.44,0,FE23BC74DC01,1623310200,10-06-2021 07:30:00
9.56,0,FE23BC74DC01,1623311100,10-06-2021 07:45:00
9.63,0,FE23BC74DC01,1623312000,10-06-2021 08:00:00
9.63,0,FE23BC74DC01,1623312900,10-06-2021 08:15:00
9.56,0,FE23BC74DC01,1623313800,10-06-2021 08:30:00
9.5,0,FE23BC74DC01,1623314700,10-06-2021 08:45:00
9.63,0.66,FE23BC74DC01,1623315600,10-06-2021 09:00:00
9.69,1.32,FE23BC74DC01,1623316500,10-06-2021 09:15:00
9.75,1.1,FE23BC74DC01,1623317400,10-06-2021 09:30:00
9.75,1.32,FE23BC74DC01,1623318300,10-06-2021 09:45:00
9.75,4.4,FE23BC74DC01,1623319200,10-06-2021 10:00:00
9.81,8.58,FE23BC74DC01,1623320100,10-06-2021 10:15:00
9.88,16.28,FE23BC74DC01,1623321000,10-06-2021 10:30:00
9.94,18.92,FE23BC74DC01,1623321900,10-06-2021 10:45:00
10,22.44,FE23BC74DC01,1623322800,10-06-2021 11:00:00
10.06,22.88,FE23BC74DC01,1623323700,10-06-2021 11:15:00
10.06,26.62,FE23BC74DC01,1623324600,10-06-2021 11:30:00
10.13,32.12,FE23BC74DC01,1623325500,10-06-2021 11:45:00
9.88,41.14,FE23BC74DC01,1623326400,10-06-2021 12:00:00
9.5,51.92,FE23BC74DC01,1623327300,10-06-2021 12:15:00
9.5,57.86,FE23BC74DC01,1623328200,10-06-2021 12:30:00
9.5,58.3,FE23BC74DC01,1623329100,10-06-2021 12:45:00
9.63,68.2,FE23BC74DC01,1623330000,10-06-2021 13:00:00
9.75,62.48,FE23BC74DC01,1623330900,10-06-2021 13:15:00
9.88,64.9,FE23BC74DC01,1623331800,10-06-2021 13:30:00
9.94,90.64,FE23BC74DC01,1623332700,10-06-2021 13:45:00
10,73.7,FE23BC74DC01,1623333600,10-06-2021 14:00:00
10,84.7,FE23BC74DC01,1623334500,10-06-2021 14:15:00
10.06,78.54,FE23BC74DC01,1623335400,10-06-2021 14:30:00
10.06,59.84,FE23BC74DC01,1623336300,10-06-2021 14:45:00
9.88,57.42,FE23BC74DC01,1623337200,10-06-2021 15:00:00
9.69,60.72,FE23BC74DC01,1623338100,10-06-2021 15:15:00
9.5,56.98,FE23BC74DC01,1623339000,10-06-2021 15:30:00
9,65.34,FE23BC74DC01,1623339900,10-06-2021 15:45:00
8.75,61.160000000000004,FE23BC74DC01,1623340800,10-06-2021 16:00:00
8.69,60.94,FE23BC74DC01,1623341700,10-06-2021 16:15:00
8.69,67.76,FE23BC74DC01,1623342600,10-06-2021 16:30:00
8.69,55.22,FE23BC74DC01,1623343500,10-06-2021 16:45:00
8.81,52.36,FE23BC74DC01,1623344400,10-06-2021 17:00:00
8.94,64.02,FE23BC74DC01,1623345300,10-06-2021 17:15:00
8.94,61.6,FE23BC74DC01,1623346200,10-06-2021 17:30:00
8.94,55.44,FE23BC74DC01,1623347100,10-06-2021 17:45:00
8.94,44.44,FE23BC74DC01,1623348000,10-06-2021 18:00:00
9,60.5,FE23BC74DC01,1623348900,10-06-2021 18:15:00
9,50.6,FE23BC74DC01,1623349800,10-06-2021 18:30:00
9,53.24,FE23BC74DC01,1623350700,10-06-2021 18:45:00
9.06,49.28,FE23BC74DC01,1623351600,10-06-2021 19:00:00
9.06,44.88,FE23BC74DC01,1623352500,10-06-2021 19:15:00
9.13,44.22,FE23BC74DC01,1623353400,10-06-2021 19:30:00
9.19,40.92,FE23BC74DC01,1623354300,10-06-2021 19:45:00
9.25,37.62,FE23BC74DC01,1623355200,10-06-2021 20:00:00
9.31,31.9,FE23BC74DC01,1623356100,10-06-2021 20:15:00
9.31,28.38,FE23BC74DC01,1623357000,10-06-2021 20:30:00
9.44,28.16,FE23BC74DC01,1623357900,10-06-2021 20:45:00
9.5,21.78,FE23BC74DC01,1623358800,10-06-2021 21:00:00
9.63,21.56,FE23BC74DC01,1623359700,10-06-2021 21:15:00
9.75,23.32,FE23BC74DC01,1623360600,10-06-2021 21:30:00
9.81,16.72,FE23BC74DC01,1623361500,10-06-2021 21:45:00
9.88,15.84,FE23BC74DC01,1623362400,10-06-2021 22:00:00
10,14.96,FE23BC74DC01,1623363300,10-06-2021 22:15:00
10.06,10.56,FE23BC74DC01,1623364200,10-06-2021 22:30:00
10.19,7.92,FE23BC74DC01,1623365100,10-06-2021 22:45:00
10.19,5.94,FE23BC74DC01,1623366000,10-06-2021 23:00:00
10.31,5.72,FE23BC74DC01,1623366900,10-06-2021 23:15:00
10.38,3.52,FE23BC74DC01,1623367800,10-06-2021 23:30:00
10.44,1.76,FE23BC74DC01,1623368700,10-06-2021 23:45:00
10.38,0.88,FE23BC74DC01,1623369600,11-06-2021 00:00:00
10.38,0.44,FE23BC74DC01,1623370500,11-06-2021 00:15:00
10.25,0,FE23BC74DC01,1623371400,11-06-2021 00:30:00
9.81,0.22,FE23BC74DC01,1623372300,11-06-2021 00:45:00
9.75,0,FE23BC74DC01,1623373200,11-06-2021 01:00:00
10.06,0,FE23BC74DC01,1623374100,11-06-2021 01:15:00
10.19,0,FE23BC74DC01,1623375000,11-06-2021 01:30:00
10.19,0,FE23BC74DC01,1623375900,11-06-2021 01:45:00
10.19,0,FE23BC74DC01,1623376800,11-06-2021 02:00:00
10.13,0,FE23BC74DC01,1623377700,11-06-2021 02:15:00
10.13,0,FE23BC74DC01,1623378600,11-06-2021 02:30:00
10.19,0,FE23BC74DC01,1623379500,11-06-2021 02:45:00
10.19,0,FE23BC74DC01,1623380400,11-06-2021 03:00:00
10.13,0,FE23BC74DC01,1623381300,11-06-2021 03:15:00
9.69,0,FE23BC74DC01,1623382200,11-06-2021 03:30:00
9.5,0,FE23BC74DC01,1623383100,11-06-2021 03:45:00
9.44,0,FE23BC74DC01,1623384000,11-06-2021 04:00:00
9.38,0,FE23BC74DC01,1623384900,11-06-2021 04:15:00
9.31,0,FE23BC74DC01,1623385800,11-06-2021 04:30:00
8.75,0,FE23BC74DC01,1623386700,11-06-2021 04:45:00
8.56,0,FE23BC74DC01,1623387600,11-06-2021 05:00:00
8.63,0,FE23BC74DC01,1623388500,11-06-2021 05:15:00
8.63,0,FE23BC74DC01,1623389400,11-06-2021 05:30:00
8.69,0,FE23BC74DC01,1623390300,11-06-2021 05:45:00
8.81,0,FE23BC74DC01,1623391200,11-06-2021 06:00:00
8.81,0,FE23BC74DC01,1623392100,11-06-2021 06:15:00
8.88,0,FE23BC74DC01,1623393000,11-06-2021 06:30:00
8.94,0,FE23BC74DC01,1623393900,11-06-2021 06:45:00
8.94,0,FE23BC74DC01,1623394800,11-06-2021 07:00:00
9,0,FE23BC74DC01,1623395700,11-06-2021 07:15:00
9,0,FE23BC74DC01,1623396600,11-06-2021 07:30:00
9.06,0,FE23BC74DC01,1623397500,11-06-2021 07:45:00
9.13,0,FE23BC74DC01,1623398400,11-06-2021 08:00:00
9.25,0,FE23BC74DC01,1623399300,11-06-2021 08:15:00
9.31,0,FE23BC74DC01,1623400200,11-06-2021 08:30:00
9.44,0,FE23BC74DC01,1623401100,11-06-2021 08:45:00
9.5,0.66,FE23BC74DC01,1623402000,11-06-2021 09:00:00
9.5,2.2,FE23BC74DC01,1623402900,11-06-2021 09:15:00
9.63,3.96,FE23BC74DC01,1623403800,11-06-2021 09:30:00
9.69,6.16,FE23BC74DC01,1623404700,11-06-2021 09:45:00
9.63,13.64,FE23BC74DC01,1623405600,11-06-2021 10:00:00
9.75,19.36,FE23BC74DC01,1623406500,11-06-2021 10:15:00
9.75,16.06,FE23BC74DC01,1623407400,11-06-2021 10:30:00
9.75,25.3,FE23BC74DC01,1623408300,11-06-2021 10:45:00
9.88,22,FE23BC74DC01,1623409200,11-06-2021 11:00:00
9.88,33.660000000000004,FE23BC74DC01,1623410100,11-06-2021 11:15:00
9.94,44,FE23BC74DC01,1623411000,11-06-2021 11:30:00
9.94,59.4,FE23BC74DC01,1623411900,11-06-2021 11:45:00
9.94,60.5,FE23BC74DC01,1623412800,11-06-2021 12:00:00
10,58.08,FE23BC74DC01,1623413700,11-06-2021 12:15:00
10,48.18,FE23BC74DC01,1623414600,11-06-2021 12:30:00
9.94,38.06,FE23BC74DC01,1623415500,11-06-2021 12:45:00
9.75,32.78,FE23BC74DC01,1623416400,11-06-2021 13:00:00
9.63,25.74,FE23BC74DC01,1623417300,11-06-2021 13:15:00
9.56,26.4,FE23BC74DC01,1623418200,11-06-2021 13:30:00
9.56,24.64,FE23BC74DC01,1623419100,11-06-2021 13:45:00
9.56,28.6,FE23BC74DC01,1623420000,11-06-2021 14:00:00
9.56,64.02,FE23BC74DC01,1623420900,11-06-2021 14:15:00
9.56,70.62,FE23BC74DC01,1623421800,11-06-2021 14:30:00
9.56,61.160000000000004,FE23BC74DC01,1623422700,11-06-2021 14:45:00
9.63,81.62,FE23BC74DC01,1623423600,11-06-2021 15:00:00
9.69,80.3,FE23BC74DC01,1623424500,11-06-2021 15:15:00
9.69,63.58,FE23BC74DC01,1623425400,11-06-2021 15:30:00
9.69,66.88,FE23BC74DC01,1623426300,11-06-2021 15:45:00
9.63,70.18,FE23BC74DC01,1623427200,11-06-2021 16:00:00
9.44,78.54,FE23BC74DC01,1623428100,11-06-2021 16:15:00
9.06,62.7,FE23BC74DC01,1623429000,11-06-2021 16:30:00
8.94,33.88,FE23BC74DC01,1623429900,11-06-2021 16:45:00
8.88,39.6,FE23BC74DC01,1623430800,11-06-2021 17:00:00
8.81,45.54,FE23BC74DC01,1623431700,11-06-2021 17:15:00
8.75,38.28,FE23BC74DC01,1623432600,11-06-2021 17:30:00
8.75,31.02,FE23BC74DC01,1623433500,11-06-2021 17:45:00
8.75,26.62,FE23BC74DC01,1623434400,11-06-2021 18:00:00
8.75,26.4,FE23BC74DC01,1623435300,11-06-2021 18:15:00
8.88,25.74,FE23BC74DC01,1623436200,11-06-2021 18:30:00
8.94,27.94,FE23BC74DC01,1623437100,11-06-2021 18:45:00
8.94,26.4,FE23BC74DC01,1623438000,11-06-2021 19:00:00
9,26.84,FE23BC74DC01,1623438900,11-06-2021 19:15:00
9,22.22,FE23BC74DC01,1623439800,11-06-2021 19:30:00
9,29.92,FE23BC74DC01,1623440700,11-06-2021 19:45:00
9.13,38.5,FE23BC74DC01,1623441600,11-06-2021 20:00:00
9.19,31.9,FE23BC74DC01,1623442500,11-06-2021 20:15:00
9.25,25.080000000000002,FE23BC74DC01,1623443400,11-06-2021 20:30:00
9.38,27.06,FE23BC74DC01,1623444300,11-06-2021 20:45:00
9.44,21.78,FE23BC74DC01,1623445200,11-06-2021 21:00:00
9.5,22.66,FE23BC74DC01,1623446100,11-06-2021 21:15:00
9.56,23.32,FE23BC74DC01,1623447000,11-06-2021 21:30:00
9.56,16.28,FE23BC74DC01,1623447900,11-06-2021 21:45:00
9.44,11.22,FE23BC74DC01,1623448800,11-06-2021 22:00:00
9.38,9.68,FE23BC74DC01,1623449700,11-06-2021 22:15:00
9.44,6.6,FE23BC74DC01,1623450600,11-06-2021 22:30:00
9.5,6.16,FE23BC74DC01,1623451500,11-06-2021 22:45:00
9.63,5.72,FE23BC74DC01,1623452400,11-06-2021 23:00:00
9.81,5.5,FE23BC74DC01,1623453300,11-06-2021 23:15:00
9.88,4.62,FE23BC74DC01,1623454200,11-06-2021 23:30:00
9.94,4.18,FE23BC74DC01,1623455100,11-06-2021 23:45:00
9.94,2.42,FE23BC74DC01,1623456000,12-06-2021 00:00:00
9.94,0.66,FE23BC74DC01,1623456900,12-06-2021 00:15:00
9.94,0.22,FE23BC74DC01,1623457800,12-06-2021 00:30:00
9.81,0,FE23BC74DC01,1623458700,12-06-2021 00:45:00
9.81,0,FE23BC74DC01,1623459600,12-06-2021 01:00:00
9.81,0,FE23BC74DC01,1623460500,12-06-2021 01:15:00
9.81,0,FE23BC74DC01,1623461400,12-06-2021 01:30:00
9.81,0,FE23BC74DC01,1623462300,12-06-2021 01:45:00
9.88,0,FE23BC74DC01,1623463200,12-06-2021 02:00:00
9.88,0,FE23BC74DC01,1623464100,12-06-2021 02:15:00
9.81,0,FE23BC74DC01,1623465000,12-06-2021 02:30:00
9.81,0,FE23BC74DC01,1623465900,12-06-2021 02:45:00
9.81,0,FE23BC74DC01,1623466800,12-06-2021 03:00:00
9.81,0,FE23BC74DC01,1623467700,12-06-2021 03:15:00
9.81,0,FE23BC74DC01,1623468600,12-06-2021 03:30:00
9.69,0,FE23BC74DC01,1623469500,12-06-2021 03:45:00
9.63,0,FE23BC74DC01,1623470400,12-06-2021 04:00:00
9.63,0,FE23BC74DC01,1623471300,12-06-2021 04:15:00
9.56,0,FE23BC74DC01,1623472200,12-06-2021 04:30:00
9.56,0,FE23BC74DC01,1623473100,12-06-2021 04:45:00
9.56,0,FE23BC74DC01,1623474000,12-06-2021 05:00:00
9.56,0,FE23BC74DC01,1623474900,12-06-2021 05:15:00
9.38,0,FE23BC74DC01,1623475800,12-06-2021 05:30:00
9.25,0,FE23BC74DC01,1623476700,12-06-2021 05:45:00
9.19,0,FE23BC74DC01,1623477600,12-06-2021 06:00:00
9.13,0,FE23BC74DC01,1623478500,12-06-2021 06:15:00
9.06,0,FE23BC74DC01,1623479400,12-06-2021 06:30:00
9.13,0,FE23BC74DC01,1623480300,12-06-2021 06:45:00
9.13,0,FE23BC74DC01,1623481200,12-06-2021 07:00:00
9.19,0,FE23BC74DC01,1623482100,12-06-2021 07:15:00
9.19,0,FE23BC74DC01,1623483000,12-06-2021 07:30:00
9.13,0,FE23BC74DC01,1623483900,12-06-2021 07:45:00
9.13,0,FE23BC74DC01,1623484800,12-06-2021 08:00:00
9.13,0,FE23BC74DC01,1623485700,12-06-2021 08:15:00
9.19,0,FE23BC74DC01,1623486600,12-06-2021 08:30:00
9.19,0,FE23BC74DC01,1623487500,12-06-2021 08:45:00
9.25,0.66,FE23BC74DC01,1623488400,12-06-2021 09:00:00
9.25,2.2,FE23BC74DC01,1623489300,12-06-2021 09:15:00
9.31,5.06,FE23BC74DC01,1623490200,12-06-2021 09:30:00
9.44,8.14,FE23BC74DC01,1623491100,12-06-2021 09:45:00
9.44,9.9,FE23BC74DC01,1623492000,12-06-2021 10:00:00
9.56,14.74,FE23BC74DC01,1623492900,12-06-2021 10:15:00
9.56,22.66,FE23BC74DC01,1623493800,12-06-2021 10:30:00
9.56,29.26,FE23BC74DC01,1623494700,12-06-2021 10:45:00
9.56,39.6,FE23BC74DC01,1623495600,12-06-2021 11:00:00
9.63,49.72,FE23BC74DC01,1623496500,12-06-2021 11:15:00
9.69,60.72,FE23BC74DC01,1623497400,12-06-2021 11:30:00
9.75,72.82000000000001,FE23BC74DC01,1623498300,12-06-2021 11:45:00
9.81,67.98,FE23BC74DC01,1623499200,12-06-2021 12:00:00
9.81,89.54,FE23BC74DC01,1623500100,12-06-2021 12:15:00
9.88,77.88,FE23BC74DC01,1623501000,12-06-2021 12:30:00
9.94,87.78,FE23BC74DC01,1623501900,12-06-2021 12:45:00
10,99,FE23BC74DC01,1623502800,12-06-2021 13:00:00
10,104.72,FE23BC74DC01,1623503700,12-06-2021 13:15:00
10.06,95.26,FE23BC74DC01,1623504600,12-06-2021 13:30:00
10.13,100.1,FE23BC74DC01,1623505500,12-06-2021 13:45:00
10.13,96.8,FE23BC74DC01,1623506400,12-06-2021 14:00:00
10.19,73.7,FE23BC74DC01,1623507300,12-06-2021 14:15:00
10.19,77,FE23BC74DC01,1623508200,12-06-2021 14:30:00
10.19,77.88,FE23BC74DC01,1623509100,12-06-2021 14:45:00
10.19,74.36,FE23BC74DC01,1623510000,12-06-2021 15:00:00
10.19,70.84,FE23BC74DC01,1623510900,12-06-2021 15:15:00
10.19,70.4,FE23BC74DC01,1623511800,12-06-2021 15:30:00
10.13,62.04,FE23BC74DC01,1623512700,12-06-2021 15:45:00
10.13,58.96,FE23BC74DC01,1623513600,12-06-2021 16:00:00
10,55.44,FE23BC74DC01,1623514500,12-06-2021 16:15:00
10,56.32,FE23BC74DC01,1623515400,12-06-2021 16:30:00
10,46.42,FE23BC74DC01,1623516300,12-06-2021 16:45:00
10,44.44,FE23BC74DC01,1623517200,12-06-2021 17:00:00
10,38.72,FE23BC74DC01,1623518100,12-06-2021 17:15:00
9.94,35.42,FE23BC74DC01,1623519000,12-06-2021 17:30:00
9.81,34.76,FE23BC74DC01,1623519900,12-06-2021 17:45:00
9.63,32.78,FE23BC74DC01,1623520800,12-06-2021 18:00:00
9.63,31.9,FE23BC74DC01,1623521700,12-06-2021 18:15:00
9.56,31.46,FE23BC74DC01,1623522600,12-06-2021 18:30:00
9.5,31.46,FE23BC74DC01,1623523500,12-06-2021 18:45:00
9.44,26.62,FE23BC74DC01,1623524400,12-06-2021 19:00:00
9.38,28.16,FE23BC74DC01,1623525300,12-06-2021 19:15:00
9.44,29.92,FE23BC74DC01,1623526200,12-06-2021 19:30:00
9.5,26.4,FE23BC74DC01,1623527100,12-06-2021 19:45:00
9.5,22.44,FE23BC74DC01,1623528000,12-06-2021 20:00:00
9.56,21.78,FE23BC74DC01,1623528900,12-06-2021 20:15:00
9.5,20.46,FE23BC74DC01,1623529800,12-06-2021 20:30:00
9.63,19.36,FE23BC74DC01,1623530700,12-06-2021 20:45:00
9.75,16.72,FE23BC74DC01,1623531600,12-06-2021 21:00:00
9.69,12.540000000000001,FE23BC74DC01,1623532500,12-06-2021 21:15:00
9.75,14.52,FE23BC74DC01,1623533400,12-06-2021 21:30:00
9.81,12.76,FE23BC74DC01,1623534300,12-06-2021 21:45:00
9.88,12.32,FE23BC74DC01,1623535200,12-06-2021 22:00:00
9.88,10.34,FE23BC74DC01,1623536100,12-06-2021 22:15:00
9.88,7.92,FE23BC74DC01,1623537000,12-06-2021 22:30:00
9.81,7.26,FE23BC74DC01,1623537900,12-06-2021 22:45:00
9.94,6.38,FE23BC74DC01,1623538800,12-06-2021 23:00:00
10,4.18,FE23BC74DC01,1623539700,12-06-2021 23:15:00
10.06,3.08,FE23BC74DC01,1623540600,12-06-2021 23:30:00
10.13,1.54,FE23BC74DC01,1623541500,12-06-2021 23:45:00
10.19,0.88,FE23BC74DC01,1623542400,13-06-2021 00:00:00
10.13,0.44,FE23BC74DC01,1623543300,13-06-2021 00:15:00
10.19,0.22,FE23BC74DC01,1623544200,13-06-2021 00:30:00
10.19,0,FE23BC74DC01,1623545100,13-06-2021 00:45:00
10.19,0,FE23BC74DC01,1623546000,13-06-2021 01:00:00
10.19,0,FE23BC74DC01,1623546900,13-06-2021 01:15:00
10.19,0,FE23BC74DC01,1623547800,13-06-2021 01:30:00
10.19,0,FE23BC74DC01,1623548700,13-06-2021 01:45:00
10.19,0,FE23BC74DC01,1623549600,13-06-2021 02:00:00
10.19,0,FE23BC74DC01,1623550500,13-06-2021 02:15:00
10.25,0,FE23BC74DC01,1623551400,13-06-2021 02:30:00
10.25,0,FE23BC74DC01,1623552300,13-06-2021 02:45:00
10.19,0,FE23BC74DC01,1623553200,13-06-2021 03:00:00
10.19,0,FE23BC74DC01,1623554100,13-06-2021 03:15:00
10.25,0,FE23BC74DC01,1623555000,13-06-2021 03:30:00
10.25,0,FE23BC74DC01,1623555900,13-06-2021 03:45:00
10.19,0,FE23BC74DC01,1623556800,13-06-2021 04:00:00
10.25,0,FE23BC74DC01,1623557700,13-06-2021 04:15:00
10.19,0,FE23BC74DC01,1623558600,13-06-2021 04:30:00
10.13,0,FE23BC74DC01,1623559500,13-06-2021 04:45:00
10.06,0,FE23BC74DC01,1623560400,13-06-2021 05:00:00
9.88,0,FE23BC74DC01,1623561300,13-06-2021 05:15:00
9.5,0,FE23BC74DC01,1623562200,13-06-2021 05:30:00
9.25,0,FE23BC74DC01,1623563100,13-06-2021 05:45:00
9.13,0,FE23BC74DC01,1623564000,13-06-2021 06:00:00
9.06,0,FE23BC74DC01,1623564900,13-06-2021 06:15:00
9,0,FE23BC74DC01,1623565800,13-06-2021 06:30:00
9,0,FE23BC74DC01,1623566700,13-06-2021 06:45:00
9.06,0,FE23BC74DC01,1623567600,13-06-2021 07:00:00
9.06,0,FE23BC74DC01,1623568500,13-06-2021 07:15:00
9.13,0,FE23BC74DC01,1623569400,13-06-2021 07:30:00
9.19,0,FE23BC74DC01,1623570300,13-06-2021 07:45:00
9.19,0,FE23BC74DC01,1623571200,13-06-2021 08:00:00
9.19,0,FE23BC74DC01,1623572100,13-06-2021 08:15:00
9.25,0,FE23BC74DC01,1623573000,13-06-2021 08:30:00
9.44,0,FE23BC74DC01,1623573900,13-06-2021 08:45:00
9.38,0.66,FE23BC74DC01,1623574800,13-06-2021 09:00:00
9.38,2.2,FE23BC74DC01,1623575700,13-06-2021 09:15:00
9.44,3.3,FE23BC74DC01,1623576600,13-06-2021 09:30:00
9.5,3.96,FE23BC74DC01,1623577500,13-06-2021 09:45:00
9.56,5.94,FE23BC74DC01,1623578400,13-06-2021 10:00:00
9.63,8.14,FE23BC74DC01,1623579300,13-06-2021 10:15:00
9.69,13.42,FE23BC74DC01,1623580200,13-06-2021 10:30:00
9.75,23.76,FE23BC74DC01,1623581100,13-06-2021 10:45:00
9.81,26.18,FE23BC74DC01,1623582000,13-06-2021 11:00:00
9.81,34.1,FE23BC74DC01,1623582900,13-06-2021 11:15:00
9.81,51.04,FE23BC74DC01,1623583800,13-06-2021 11:30:00
9.88,64.9,FE23BC74DC01,1623584700,13-06-2021 11:45:00
10,93.06,FE23BC74DC01,1623585600,13-06-2021 12:00:00
10.06,61.6,FE23BC74DC01,1623586500,13-06-2021 12:15:00
10.13,77.88,FE23BC74DC01,1623587400,13-06-2021 12:30:00
10.19,98.12,FE23BC74DC01,1623588300,13-06-2021 12:45:00
10.31,97.68,FE23BC74DC01,1623589200,13-06-2021 13:00:00
10.38,93.72,FE23BC74DC01,1623590100,13-06-2021 13:15:00
10.38,87.56,FE23BC74DC01,1623591000,13-06-2021 13:30:00
